empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Nike,Jordan Retro,neutral,Malísimo el Jordan Retro de Nike. No lo recomiendo. 👎,2025-04-20 02:00:00,malsimo el jordan retro de nike no lo recomiendo,malsimo el jordan retro de nike lo recomiendo,0.0,2025-04-20T02:00:00.000000,2025-04-20T02:00:00.000000
Apple,iPhone 15,neutral,Apple lanzó el nuevo iPhone 15. Alguien ya lo probó?,2025-04-19 19:00:00,apple lanz el nuevo iphone 15 alguien ya lo prob,apple lanz el nuevo iphone alguien ya lo prob,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Nike,Nike App,neutral,"Nike, ¿qué les pasó con el Nike App? Está lleno de fallas. 😤",2025-04-15 09:00:00,nike qu les pas con el nike app est lleno de fallas,nike qu les pas con el nike app est lleno de fallas,0.0,2025-04-15T09:00:00.000000,2025-04-15T09:00:00.000000
Binance,Launchpad,neutral,Lo de Binance con el Launchpad es otro nivel. 😎,2025-04-19 09:00:00,lo de binance con el launchpad es otro nivel,lo de binance con el launchpad es otro nivel,0.0,2025-04-19T09:00:00.000000,2025-04-19T09:00:00.000000
Binance,Launchpad,negativo,"Binance se la rifó con el Launchpad, está brutal 😍",2025-04-16 06:00:00,binance se la rif con el launchpad est brutal,binance se la rif con el launchpad est brutal,-0.6249,2025-04-16T06:00:00.000000,2025-04-16T06:00:00.000000
Nike,Air Max,neutral,Lo de Nike con el Air Max es otro nivel. 😎,2025-04-16 10:00:00,lo de nike con el air max es otro nivel,lo de nike con el air max es otro nivel,0.0,2025-04-16T10:00:00.000000,2025-04-16T10:00:00.000000
Binance,Smart Chain,positivo,"Smart Chain cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-19 20:00:00,smart chain cumple con lo bsico nada sorprendente pero funciona,smart chain cumple con lo bsico nada sorprendente pero funciona,0.4019,2025-04-19T20:00:00.000000,2025-04-19T20:00:00.000000
Apple,iOS 18,neutral,Malísimo el iOS 18 de Apple. No lo recomiendo. 👎,2025-04-17 09:00:00,malsimo el ios 18 de apple no lo recomiendo,malsimo el ios de apple lo recomiendo,0.0,2025-04-17T09:00:00.000000,2025-04-17T09:00:00.000000
Tesla,Model Y,neutral,¡Amo mi nuevo Model Y de Tesla! 🥳,2025-04-19 00:00:00,amo mi nuevo model y de tesla,amo mi nuevo model y de tesla,0.0,2025-04-19T00:00:00.000000,2025-04-19T00:00:00.000000
Apple,iPhone 15,neutral,"Ya van 3 veces que falla el iPhone 15. ¿Qué pasa, Apple?",2025-04-20 01:00:00,ya van 3 veces que falla el iphone 15 qu pasa apple,ya van vece que falla el iphone qu pasa apple,0.0,2025-04-20T01:00:00.000000,2025-04-20T01:00:00.000000
Tesla,Autopilot,neutral,"Autopilot cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-18 11:00:00,autopilot cumple con lo bsico nada sorprendente pero funciona,autopilot cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-18T11:00:00.000000,2025-04-18T11:00:00.000000
Nvidia,GeForce NOW,neutral,El GeForce NOW de Nvidia es... aceptable.,2025-04-16 04:00:00,el geforce now de nvidia es aceptable,el geforce de nvidia es aceptable,0.0,2025-04-16T04:00:00.000000,2025-04-16T04:00:00.000000
Meta,Instagram,neutral,Muy satisfecho con Instagram de Meta. No esperaba menos.,2025-04-18 04:00:00,muy satisfecho con instagram de meta no esperaba menos,muy satisfecho con instagram de meta esperaba menos,0.0,2025-04-18T04:00:00.000000,2025-04-18T04:00:00.000000
Nvidia,DLSS 3.5,neutral,"Ya van 3 veces que falla el DLSS 3.5. ¿Qué pasa, Nvidia?",2025-04-17 05:00:00,ya van 3 veces que falla el dlss 35 qu pasa nvidia,ya van vece que falla el dlss qu pasa nvidia,0.0,2025-04-17T05:00:00.000000,2025-04-17T05:00:00.000000
Nvidia,GeForce NOW,neutral,He tenido más problemas que beneficios con el GeForce NOW de Nvidia.,2025-04-16 03:00:00,he tenido ms problemas que beneficios con el geforce now de nvidia,tenido ms problemas que beneficio con el geforce de nvidia,0.0,2025-04-16T03:00:00.000000,2025-04-16T03:00:00.000000
Tesla,Model 3,neutral,"Tesla, ¿qué les pasó con el Model 3? Está lleno de fallas. 😤",2025-04-17 09:00:00,tesla qu les pas con el model 3 est lleno de fallas,tesla qu les pas con el model est lleno de fallas,0.0,2025-04-17T09:00:00.000000,2025-04-17T09:00:00.000000
Coinbase,Wallet,neutral,El soporte de Coinbase no resolvió nada con mi Wallet. 🤬,2025-04-18 03:00:00,el soporte de coinbase no resolvi nada con mi wallet,el soporte de coinbase resolvi nada con mi wallet,0.0,2025-04-18T03:00:00.000000,2025-04-18T03:00:00.000000
Tesla,Autopilot,neutral,Muy satisfecho con Autopilot de Tesla. No esperaba menos.,2025-04-18 09:00:00,muy satisfecho con autopilot de tesla no esperaba menos,muy satisfecho con autopilot de tesla esperaba menos,0.0,2025-04-18T09:00:00.000000,2025-04-18T09:00:00.000000
Nvidia,DLSS 3.5,negativo,No entiendo el hype con el DLSS 3.5 de Nvidia. Meh.,2025-04-19 05:00:00,no entiendo el hype con el dlss 35 de nvidia meh,entiendo el hype con el dlss de nvidia meh,-0.0772,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Apple,MacBook Air,neutral,El servicio de Apple con MacBook Air fue impecable. 10/10 ⭐,2025-04-19 04:00:00,el servicio de apple con macbook air fue impecable 1010,el servicio de apple con macbook air fue impecable,0.0,2025-04-19T04:00:00.000000,2025-04-19T04:00:00.000000
Coinbase,Earn,neutral,"Earn cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-17 08:00:00,earn cumple con lo bsico nada sorprendente pero funciona,earn cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-17T08:00:00.000000,2025-04-17T08:00:00.000000
Meta,Facebook Ads,neutral,Vi muchas reseñas del Facebook Ads de Meta. Opiniones divididas.,2025-04-15 10:00:00,vi muchas reseas del facebook ads de meta opiniones divididas,vi muchas reseas del facebook ad de meta opinione dividida,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Binance,Launchpad,neutral,"Desde que uso Launchpad, soy más feliz. Gracias Binance! 😊",2025-04-20 05:00:00,desde que uso launchpad soy ms feliz gracias binance,desde que uso launchpad soy ms feliz gracias binance,0.0,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Meta,Instagram,neutral,Nunca volveré a comprar un Instagram de Meta. Estafa total.,2025-04-19 16:00:00,nunca volver a comprar un instagram de meta estafa total,nunca volver comprar un instagram de meta estafa total,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Apple,MacBook Air,neutral,He tenido más problemas que beneficios con el MacBook Air de Apple.,2025-04-17 18:00:00,he tenido ms problemas que beneficios con el macbook air de apple,tenido ms problemas que beneficios con el macbook air de apple,0.0,2025-04-17T18:00:00.000000,2025-04-17T18:00:00.000000
Nvidia,RTX 4090,neutral,Tuve una pésima experiencia con RTX 4090 de Nvidia. Decepcionante. 👎,2025-04-18 00:00:00,tuve una psima experiencia con rtx 4090 de nvidia decepcionante,tuve una psima experiencia con rtx de nvidia decepcionante,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Nike,Jordan Retro,neutral,Tuve una pésima experiencia con Jordan Retro de Nike. Decepcionante. 👎,2025-04-18 01:00:00,tuve una psima experiencia con jordan retro de nike decepcionante,tuve una psima experiencia con jordan retro de nike decepcionante,0.0,2025-04-18T01:00:00.000000,2025-04-18T01:00:00.000000
Apple,Apple Watch,neutral,El Apple Watch de Apple es... aceptable.,2025-04-19 12:00:00,el apple watch de apple es aceptable,el apple watch de apple es aceptable,0.0,2025-04-19T12:00:00.000000,2025-04-19T12:00:00.000000
Coinbase,Earn,neutral,Parece estable el Earn de Coinbase. Veremos con el tiempo.,2025-04-19 12:00:00,parece estable el earn de coinbase veremos con el tiempo,parece estable el earn de coinbase veremos con el tiempo,0.0,2025-04-19T12:00:00.000000,2025-04-19T12:00:00.000000
Nvidia,RTX 4090,neutral,Probando el RTX 4090 de Nvidia. Aún no sé qué pensar.,2025-04-19 00:00:00,probando el rtx 4090 de nvidia an no s qu pensar,probando el rtx de nvidia s qu pensar,0.0,2025-04-19T00:00:00.000000,2025-04-19T00:00:00.000000
Coinbase,Coinbase Pro,neutral,Lo de Coinbase con el Coinbase Pro es otro nivel. 😎,2025-04-15 19:00:00,lo de coinbase con el coinbase pro es otro nivel,lo de coinbase con el coinbase pro es otro nivel,0.0,2025-04-15T19:00:00.000000,2025-04-15T19:00:00.000000
Nvidia,DLSS 3.5,neutral,Muy satisfecho con DLSS 3.5 de Nvidia. No esperaba menos.,2025-04-18 15:00:00,muy satisfecho con dlss 35 de nvidia no esperaba menos,muy satisfecho con dlss de nvidia esperaba menos,0.0,2025-04-18T15:00:00.000000,2025-04-18T15:00:00.000000
Binance,Binance App,neutral,El Binance App de Binance es... aceptable.,2025-04-17 23:00:00,el binance app de binance es aceptable,el binance app de binance es aceptable,0.0,2025-04-17T23:00:00.000000,2025-04-17T23:00:00.000000
Tesla,Autopilot,neutral,El servicio de Tesla con Autopilot fue impecable. 10/10 ⭐,2025-04-16 11:00:00,el servicio de tesla con autopilot fue impecable 1010,el servicio de tesla con autopilot fue impecable,0.0,2025-04-16T11:00:00.000000,2025-04-16T11:00:00.000000
Meta,Facebook Ads,neutral,Malísimo el Facebook Ads de Meta. No lo recomiendo. 👎,2025-04-16 07:00:00,malsimo el facebook ads de meta no lo recomiendo,malsimo el facebook ads de meta lo recomiendo,0.0,2025-04-16T07:00:00.000000,2025-04-16T07:00:00.000000
Tesla,Model Y,neutral,Malísimo el Model Y de Tesla. No lo recomiendo. 👎,2025-04-18 00:00:00,malsimo el model y de tesla no lo recomiendo,malsimo el model y de tesla lo recomiendo,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Coinbase,Wallet,neutral,Vi muchas reseñas del Wallet de Coinbase. Opiniones divididas.,2025-04-19 01:00:00,vi muchas reseas del wallet de coinbase opiniones divididas,vi muchas reseas del wallet de coinbase opinione dividida,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Meta,Threads,neutral,"Meta, ¿qué les pasó con el Threads? Está lleno de fallas. 😤",2025-04-19 11:00:00,meta qu les pas con el threads est lleno de fallas,meta qu les pas con el threads est lleno de fallas,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
Meta,Instagram,neutral,Meta lanzó el nuevo Instagram. Alguien ya lo probó?,2025-04-18 07:00:00,meta lanz el nuevo instagram alguien ya lo prob,meta lanz el nuevo instagram alguien ya lo prob,0.0,2025-04-18T07:00:00.000000,2025-04-18T07:00:00.000000
Meta,Facebook Ads,neutral,El servicio de Meta con Facebook Ads fue impecable. 10/10 ⭐,2025-04-20 07:00:00,el servicio de meta con facebook ads fue impecable 1010,el servicio de meta con facebook ad fue impecable,0.0,2025-04-20T07:00:00.000000,2025-04-20T07:00:00.000000
Coinbase,NFT platform,neutral,El NFT platform de Coinbase no vale lo que cuesta. 😡,2025-04-19 20:00:00,el nft platform de coinbase no vale lo que cuesta,el nft platform de coinbase vale lo que cuesta,0.0,2025-04-19T20:00:00.000000,2025-04-19T20:00:00.000000
Tesla,Model 3,neutral,"Interesante propuesta con Model 3 de Tesla, veremos cómo evoluciona.",2025-04-17 23:00:00,interesante propuesta con model 3 de tesla veremos cmo evoluciona,interesante propuesta con model de tesla veremos cmo evoluciona,0.0,2025-04-17T23:00:00.000000,2025-04-17T23:00:00.000000
Binance,Earn Program,neutral,"Earn Program no sirve para nada, Binance debería hacer recall ya.",2025-04-17 08:00:00,earn program no sirve para nada binance debera hacer recall ya,earn program sirve para nada binance debera hacer recall ya,0.0,2025-04-17T08:00:00.000000,2025-04-17T08:00:00.000000
Coinbase,Earn,neutral,He tenido más problemas que beneficios con el Earn de Coinbase.,2025-04-16 15:00:00,he tenido ms problemas que beneficios con el earn de coinbase,tenido ms problemas que beneficio con el earn de coinbase,0.0,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Binance,Binance App,neutral,"Interesante propuesta con Binance App de Binance, veremos cómo evoluciona.",2025-04-15 17:00:00,interesante propuesta con binance app de binance veremos cmo evoluciona,interesante propuesta con binance app de binance veremos cmo evoluciona,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Binance,Binance App,neutral,¡Amo mi nuevo Binance App de Binance! 🥳,2025-04-19 11:00:00,amo mi nuevo binance app de binance,amo mi nuevo binance app de binance,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
Meta,Threads,negativo,No entiendo el hype con el Threads de Meta. Meh.,2025-04-19 15:00:00,no entiendo el hype con el threads de meta meh,entiendo el hype con el threads de meta meh,-0.0772,2025-04-19T15:00:00.000000,2025-04-19T15:00:00.000000
Coinbase,Coinbase Pro,neutral,Vi muchas reseñas del Coinbase Pro de Coinbase. Opiniones divididas.,2025-04-16 15:00:00,vi muchas reseas del coinbase pro de coinbase opiniones divididas,vi muchas reseas del coinbase pro de coinbase opinione dividida,0.0,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Tesla,Model Y,neutral,Muy satisfecho con Model Y de Tesla. No esperaba menos.,2025-04-15 15:00:00,muy satisfecho con model y de tesla no esperaba menos,muy satisfecho con model y de tesla esperaba menos,0.0,2025-04-15T15:00:00.000000,2025-04-15T15:00:00.000000
Coinbase,Coinbase Pro,negativo,No entiendo el hype con el Coinbase Pro de Coinbase. Meh.,2025-04-18 16:00:00,no entiendo el hype con el coinbase pro de coinbase meh,entiendo el hype con el coinbase pro de coinbase meh,-0.0772,2025-04-18T16:00:00.000000,2025-04-18T16:00:00.000000
Nike,Nike Run Club,neutral,"Ya van 3 veces que falla el Nike Run Club. ¿Qué pasa, Nike?",2025-04-15 10:00:00,ya van 3 veces que falla el nike run club qu pasa nike,ya van vece que falla el nike run club qu pasa nike,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Binance,Binance App,neutral,Probando el Binance App de Binance. Aún no sé qué pensar.,2025-04-15 10:00:00,probando el binance app de binance an no s qu pensar,probando el binance app de binance s qu pensar,0.0,2025-04-15T10:00:00.000000,2025-04-15T10:00:00.000000
Meta,Instagram,neutral,"Es un Instagram más. No está mal, pero tampoco es la gran cosa.",2025-04-16 16:00:00,es un instagram ms no est mal pero tampoco es la gran cosa,es un instagram ms est mal pero tampoco es la gran cosa,0.0,2025-04-16T16:00:00.000000,2025-04-16T16:00:00.000000
Apple,iPhone 15,neutral,Otro día más batallando con iPhone 15 de Apple.,2025-04-15 15:00:00,otro da ms batallando con iphone 15 de apple,otro da ms batallando con iphone de apple,0.0,2025-04-15T15:00:00.000000,2025-04-15T15:00:00.000000
Binance,Binance App,neutral,El servicio de Binance con Binance App fue impecable. 10/10 ⭐,2025-04-17 03:00:00,el servicio de binance con binance app fue impecable 1010,el servicio de binance con binance app fue impecable,0.0,2025-04-17T03:00:00.000000,2025-04-17T03:00:00.000000
Apple,Apple Watch,neutral,Lo de Apple con el Apple Watch es otro nivel. 😎,2025-04-15 11:00:00,lo de apple con el apple watch es otro nivel,lo de apple con el apple watch es otro nivel,0.0,2025-04-15T11:00:00.000000,2025-04-15T11:00:00.000000
Binance,Earn Program,negativo,No entiendo el hype con el Earn Program de Binance. Meh.,2025-04-19 23:00:00,no entiendo el hype con el earn program de binance meh,entiendo el hype con el earn program de binance meh,-0.0772,2025-04-19T23:00:00.000000,2025-04-19T23:00:00.000000
Nvidia,CUDA Toolkit,negativo,"Nvidia se la rifó con el CUDA Toolkit, está brutal 😍",2025-04-18 22:00:00,nvidia se la rif con el cuda toolkit est brutal,nvidia se la rif con el cuda toolkit est brutal,-0.6249,2025-04-18T22:00:00.000000,2025-04-18T22:00:00.000000
Coinbase,NFT platform,neutral,"NFT platform cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-19 16:00:00,nft platform cumple con lo bsico nada sorprendente pero funciona,nft platform cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Meta,Instagram,neutral,¡Amo mi nuevo Instagram de Meta! 🥳,2025-04-19 04:00:00,amo mi nuevo instagram de meta,amo mi nuevo instagram de meta,0.0,2025-04-19T04:00:00.000000,2025-04-19T04:00:00.000000
Coinbase,Wallet,neutral,Lo de Coinbase con el Wallet es otro nivel. 😎,2025-04-19 04:00:00,lo de coinbase con el wallet es otro nivel,lo de coinbase con el wallet es otro nivel,0.0,2025-04-19T04:00:00.000000,2025-04-19T04:00:00.000000
Meta,Facebook Ads,neutral,Lo de Meta con el Facebook Ads es otro nivel. 😎,2025-04-16 00:00:00,lo de meta con el facebook ads es otro nivel,lo de meta con el facebook ad es otro nivel,0.0,2025-04-16T00:00:00.000000,2025-04-16T00:00:00.000000
Coinbase,Coinbase Pro,neutral,"Ya van 3 veces que falla el Coinbase Pro. ¿Qué pasa, Coinbase?",2025-04-19 20:00:00,ya van 3 veces que falla el coinbase pro qu pasa coinbase,ya van vece que falla el coinbase pro qu pasa coinbase,0.0,2025-04-19T20:00:00.000000,2025-04-19T20:00:00.000000
Coinbase,Wallet,neutral,He tenido más problemas que beneficios con el Wallet de Coinbase.,2025-04-19 22:00:00,he tenido ms problemas que beneficios con el wallet de coinbase,tenido ms problemas que beneficio con el wallet de coinbase,0.0,2025-04-19T22:00:00.000000,2025-04-19T22:00:00.000000
Nike,Nike Run Club,neutral,Vi muchas reseñas del Nike Run Club de Nike. Opiniones divididas.,2025-04-15 12:00:00,vi muchas reseas del nike run club de nike opiniones divididas,vi muchas reseas del nike run club de nike opinione dividida,0.0,2025-04-15T12:00:00.000000,2025-04-15T12:00:00.000000
Meta,Facebook Ads,negativo,No entiendo el hype con el Facebook Ads de Meta. Meh.,2025-04-17 12:00:00,no entiendo el hype con el facebook ads de meta meh,entiendo el hype con el facebook ads de meta meh,-0.0772,2025-04-17T12:00:00.000000,2025-04-17T12:00:00.000000
